iter	Passed	Remaining
1663	32137	2626
1664	32157	2607
1665	32179	2588
1666	32198	2568
1667	32217	2549
1668	32240	2530
1669	32258	2511
1670	32277	2491
1671	32295	2472
1672	32317	2453
1673	32336	2433
1674	32356	2414
1675	32374	2395
1676	32403	2376
1677	32422	2357
1678	32444	2338
1679	32461	2318
1680	32480	2299
1681	32502	2280
1682	32523	2261
1683	32544	2241
1684	32563	2222
1685	32582	2203
1686	32599	2183
1687	32617	2164
1688	32639	2145
1689	32655	2125
1690	32672	2106
1691	32694	2086
1692	32714	2067
1693	32737	2048
1694	32762	2029
1695	32781	2010
1696	32801	1990
1697	32825	1971
1698	32846	1952
1699	32866	1933
1700	32886	1914
1701	32905	1894
1702	32927	1875
1703	32950	1856
1704	32973	1837
1705	32992	1817
1706	33006	1798
1707	33024	1778
1708	33041	1759
1709	33062	1740
1710	33076	1720
1711	33093	1701
1712	33119	1682
1713	33143	1662
1714	33168	1643
1715	33184	1624
1716	33203	1605
1717	33224	1585
1718	33243	1566
1719	33262	1547
1720	33284	1527
1721	33299	1508
1722	33322	1489
1723	33336	1469
1724	33359	1450
1725	33379	1431
1726	33398	1411
1727	33418	1392
1728	33436	1373
1729	33455	1353
1730	33473	1334
1731	33493	1315
1732	33517	1295
1733	33537	1276
1734	33555	1257
1735	33574	1237
1736	33589	1218
1737	33606	1198
1738	33623	1179
1739	33642	1160
1740	33663	1140
1741	33684	1121
1742	33705	1102
1743	33723	1082
1744	33743	1063
1745	33761	1044
1746	33781	1024
1747	33805	1005
1748	33825	986
1749	33842	966
1750	33859	947
1751	33878	928
1752	33898	908
1753	33919	889
1754	33940	870
1755	33962	850
1756	33987	831
1757	34010	812
1758	34031	793
1759	34051	773
1760	34068	754
1761	34090	735
1762	34117	716
1763	34133	696
1764	34152	677
1765	34170	657
1766	34191	638
1767	34211	619
1768	34233	599
1769	34254	580
1770	34270	561
1771	34291	541
1772	34308	522
1773	34327	503
1774	34343	483
1775	34360	464
1776	34379	444
1777	34397	425
1778	34423	406
1779	34441	386
1780	34465	367
1781	34483	348
1782	34503	328
1783	34526	309
1784	34546	290
1785	34562	270
1786	34581	251
1787	34598	232
1788	34612	212
1789	34631	193
1790	34653	174
1791	34693	154
1792	34710	135
1793	34729	116
1794	34746	96
1795	34768	77
1796	34785	58
1797	34810	38
1798	34835	19
1799	34852	0
