iter	RMSE
1512	0.3229245816
1513	0.3229165912
1514	0.3229101452
1515	0.3228972083
1516	0.3228905094
1517	0.322885578
1518	0.3228815229
1519	0.322878968
1520	0.3228635789
1521	0.3228561365
1522	0.3228517394
1523	0.3228470154
1524	0.3228381911
1525	0.322808879
1526	0.3227982113
1527	0.3227906188
1528	0.3227883901
1529	0.3227816295
1530	0.3227698168
1531	0.3227637988
1532	0.322754779
1533	0.3227450606
1534	0.322738849
1535	0.3227353122
1536	0.3227309579
1537	0.3226965383
1538	0.322690623
1539	0.3226883044
1540	0.3226845144
1541	0.3226739912
1542	0.3226696808
1543	0.3226636014
1544	0.3226579382
1545	0.3226541032
1546	0.3226490939
1547	0.3226314788
1548	0.322629799
1549	0.32261917
1550	0.3226169103
1551	0.3226077378
1552	0.3226042739
1553	0.3225984461
1554	0.3225961863
1555	0.3225936737
1556	0.3225675064
1557	0.322553277
1558	0.3225467048
1559	0.3225411734
1560	0.3225361028
1561	0.3225338277
1562	0.3225243703
1563	0.3225180354
1564	0.3225052613
1565	0.3224996845
1566	0.3224802171
1567	0.3224756958
1568	0.322470059
1569	0.3224645263
1570	0.3224575358
1571	0.3224471391
1572	0.3224335291
1573	0.3224293047
1574	0.3224195319
1575	0.3224090595
1576	0.3224047902
1577	0.3224001935
1578	0.3223984827
1579	0.322396162
1580	0.32238194
1581	0.322379277
1582	0.3223743229
1583	0.3223693241
1584	0.322367866
1585	0.3223608586
1586	0.3223471557
1587	0.3223383326
1588	0.3223183793
1589	0.3223078591
1590	0.3223009991
1591	0.3222972641
1592	0.3222864901
1593	0.3222773677
1594	0.3222726204
1595	0.3222675307
1596	0.3222572171
1597	0.3222454
1598	0.3222430783
1599	0.3222395658
1600	0.3222348774
1601	0.3222253517
1602	0.3222196807
1603	0.3222142181
1604	0.3222094996
1605	0.3222030841
1606	0.322201417
1607	0.3221996159
1608	0.3221948972
1609	0.3221880646
1610	0.3221849386
1611	0.3221774806
1612	0.3221688761
1613	0.3221662709
1614	0.3221536317
1615	0.3221478552
1616	0.3221377314
1617	0.322136719
1618	0.3221315081
1619	0.3221209221
1620	0.3221154578
1621	0.3221107379
1622	0.3221060179
1623	0.3221024741
1624	0.3220983496
1625	0.3220955354
1626	0.32208879
1627	0.3220839804
1628	0.3220721569
1629	0.3220660366
1630	0.3220605862
1631	0.3220585758
1632	0.3220529764
1633	0.3220471982
1634	0.3220379499
1635	0.3220288204
1636	0.3220202567
1637	0.3220156694
1638	0.3220117076
1639	0.3220057797
1640	0.3219990474
1641	0.3219864612
1642	0.3219776877
1643	0.3219730403
1644	0.3219691971
1645	0.3219634919
1646	0.3219577121
1647	0.3219517832
1648	0.3219480143
1649	0.321944141
1650	0.3219292286
1651	0.321914971
1652	0.3219121551
1653	0.3219077153
1654	0.3218945891
1655	0.321889568
1656	0.3218820584
1657	0.3218797936
1658	0.3218733567
1659	0.3218664428
1660	0.3218640884
1661	0.3218547902
1662	0.3218506625
1663	0.3218447018
1664	0.3218405889
1665	0.3218357904
1666	0.3218279219
1667	0.3217999039
1668	0.3217955072
1669	0.3217927947
1670	0.3217852083
1671	0.3217769362
1672	0.3217615241
1673	0.3217589753
1674	0.3217565009
1675	0.3217534004
1676	0.321739463
1677	0.321730504
1678	0.3217225435
1679	0.3217151791
1680	0.321708396
1681	0.3217041472
1682	0.3216953213
1683	0.3216904462
1684	0.3216815156
1685	0.321663758
1686	0.3216594192
1687	0.3216558406
1688	0.3216463872
1689	0.3216414964
1690	0.3216389018
1691	0.3216363967
1692	0.3216323259
1693	0.3216241691
1694	0.3216186367
1695	0.3216137603
1696	0.3216096445
1697	0.3216034705
1698	0.3215992352
1699	0.3215905109
1700	0.3215861114
1701	0.3215803546
1702	0.3215749855
1703	0.3215709735
1704	0.3215674686
1705	0.3215574607
1706	0.3215486607
1707	0.3215376379
1708	0.3215313135
1709	0.3215232735
1710	0.3215185001
1711	0.3215103106
1712	0.3215078194
1713	0.3215054028
1714	0.3215013452
1715	0.321497571
1716	0.321494125
1717	0.3214895451
1718	0.3214871731
1719	0.3214745966
1720	0.3214655258
1721	0.3214575737
1722	0.3214525308
1723	0.3214393412
1724	0.3214365063
1725	0.3214294338
1726	0.3214244352
1727	0.3214182428
1728	0.3214118116
1729	0.3214041118
1730	0.3213929945
1731	0.32138128
1732	0.3213769224
1733	0.3213696098
1734	0.3213360443
1735	0.3213328652
1736	0.3213312383
1737	0.3213232978
1738	0.3213055354
1739	0.3212923995
1740	0.3212908471
1741	0.321283443
1742	0.321276606
1743	0.3212727246
1744	0.3212632898
1745	0.3212615132
1746	0.3212463452
1747	0.3212412691
1748	0.3212374321
1749	0.3212275334
1750	0.3212009263
1751	0.3211971784
1752	0.3211934753
1753	0.3211885776
1754	0.3211796927
1755	0.3211749441
1756	0.3211719127
1757	0.3211638189
1758	0.3211589208
1759	0.3211523648
1760	0.3211506922
1761	0.3211443602
1762	0.321134817
1763	0.3211290969
1764	0.3211221372
1765	0.3211146843
1766	0.3211065294
1767	0.3210605678
1768	0.3210484079
1769	0.321017289
1770	0.3210097292
1771	0.3209965364
1772	0.3209941906
1773	0.3209737055
1774	0.320967863
1775	0.3209619905
1776	0.3209454335
1777	0.3209396951
1778	0.3209321783
1779	0.3209244521
1780	0.3209200434
1781	0.3209130044
1782	0.3209111362
1783	0.3209045155
1784	0.3209019598
1785	0.3208955032
1786	0.3208876715
1787	0.3208821413
1788	0.3208770147
1789	0.320865341
1790	0.3208628747
1791	0.3208508867
1792	0.3208179397
1793	0.3208115263
1794	0.3208092091
1795	0.3207708005
1796	0.3207617845
1797	0.320752529
1798	0.3207436471
1799	0.3207379948
