iter	RMSE
184	0.3389087284
185	0.3388743668
186	0.3388417428
187	0.3388336606
188	0.3388194349
189	0.3387922133
190	0.3387811287
191	0.3386789152
192	0.3386474619
193	0.3386371799
194	0.33861153
195	0.3386013318
196	0.3385270175
197	0.3384964145
198	0.3384718167
199	0.3384651285
200	0.3384399474
201	0.3383937748
202	0.3383436836
203	0.3383218958
204	0.3382944924
205	0.3382622377
206	0.3382436634
207	0.3382042993
208	0.3381170467
209	0.3380576505
210	0.3379802367
211	0.3379721907
212	0.337968941
213	0.3379447589
214	0.3379117754
215	0.3378713507
216	0.3378477437
217	0.3378392828
218	0.3377963221
219	0.3377285336
220	0.3377017637
221	0.3376841669
222	0.3376799345
223	0.3376629615
224	0.3376382887
225	0.3376214557
226	0.3375821469
227	0.3375553371
228	0.3375437998
229	0.3375120702
230	0.3374808351
231	0.3374561348
232	0.3374450774
233	0.3374294145
234	0.3373993799
235	0.3373628744
236	0.3373529228
237	0.3373427434
238	0.3373296065
239	0.3373185449
240	0.3372983118
241	0.3372814618
242	0.3372533766
243	0.3372414592
244	0.3372121475
245	0.3371831747
246	0.3371626347
247	0.3371557214
248	0.3371380392
249	0.3371200573
250	0.3371033406
251	0.3370943773
252	0.337032026
253	0.3370114626
254	0.3369954521
255	0.3369913106
256	0.3369825578
257	0.3369620768
258	0.3369490104
259	0.3369387762
260	0.336921894
261	0.3368749581
262	0.3368545987
263	0.336839193
264	0.3368099745
265	0.3368014448
266	0.3367899387
267	0.3367759827
268	0.3367338833
269	0.3367159511
270	0.336696337
271	0.3366585585
272	0.3366280705
273	0.3366057014
274	0.3365863944
275	0.3365695372
276	0.3365277684
277	0.3364977104
278	0.3364838278
279	0.3364588833
280	0.3364497602
281	0.336431599
282	0.3364220475
283	0.3363910961
284	0.336387104
285	0.3363691248
286	0.3363551513
287	0.3363445282
288	0.3363329637
289	0.3363148104
290	0.3363113308
291	0.3362863877
292	0.3362649087
293	0.336223159
294	0.3361983949
295	0.3361566512
296	0.3361427117
297	0.336123264
298	0.3361134755
299	0.3360904728
300	0.3360843651
301	0.3360712646
302	0.336069181
303	0.3360575642
304	0.3360392247
305	0.3360232679
306	0.3360157887
307	0.3359922512
308	0.3359828871
309	0.3359127338
310	0.335899598
311	0.3358892461
312	0.3358655426
313	0.3358511627
314	0.3358422945
315	0.3358138318
316	0.335792294
317	0.3357654983
318	0.3357573707
319	0.335738272
320	0.3357094862
321	0.3357009143
322	0.3356906706
323	0.3356724825
324	0.3356592088
325	0.335643734
326	0.3356242716
327	0.3356146543
328	0.3356077949
329	0.3356043222
330	0.3355841001
331	0.3355709801
332	0.3355603893
333	0.3355486548
334	0.3355368627
335	0.335525499
336	0.3355043573
337	0.3354899761
338	0.335475723
339	0.3354559649
340	0.3354473293
341	0.3354353478
342	0.3354181039
343	0.3353629062
344	0.3353538391
345	0.3353469743
346	0.3353395945
347	0.3353101881
348	0.3352894619
349	0.3352686772
350	0.3352584345
351	0.3352236273
352	0.3352118953
353	0.3351788432
354	0.3351519699
355	0.3351252089
356	0.3351217312
357	0.3351122999
358	0.3350780786
359	0.3350501809
360	0.335044455
361	0.3350287085
362	0.3350189166
363	0.3349885371
364	0.3349802617
365	0.3349630804
366	0.33490175
367	0.3348904506
368	0.3348849799
369	0.334844648
370	0.3348375579
371	0.3348155562
372	0.3348013031
373	0.3347863616
374	0.3347760183
375	0.3347736831
376	0.3347659898
377	0.3347522646
378	0.3347328937
379	0.3347224627
380	0.3347123897
381	0.3346858515
382	0.334584193
383	0.3345711628
384	0.3345516667
385	0.3345360403
386	0.3345009571
387	0.3344789046
388	0.3344696272
389	0.3344531653
390	0.3344471998
391	0.3344369463
392	0.3344281553
393	0.3344118061
394	0.3343061334
395	0.3342966504
396	0.3342803808
397	0.3342648996
398	0.334252933
399	0.334245113
400	0.3342405356
401	0.3342313951
402	0.3342269037
403	0.3342202023
404	0.3342134864
405	0.3342016759
406	0.3341833781
407	0.3341752694
408	0.3341647349
409	0.3341532815
410	0.3341249333
411	0.334109976
412	0.3341033728
413	0.3340866774
414	0.3340791693
415	0.3340304125
416	0.3340193566
417	0.3340071659
418	0.3339677476
419	0.3339572066
420	0.3339130857
421	0.3339107302
422	0.3338916264
423	0.3338699215
424	0.3338566048
425	0.3338545649
426	0.3338430865
427	0.3338407017
428	0.3338366934
429	0.3338111776
430	0.3337541621
431	0.3337407114
432	0.3337244435
433	0.3337058034
434	0.3337024115
435	0.3336946648
436	0.3336873634
437	0.3336736514
438	0.3336674707
439	0.3336641503
440	0.3336591194
441	0.3336482236
442	0.3336359187
443	0.3336304993
444	0.3336183375
445	0.3335918273
446	0.3335877298
447	0.3335829853
448	0.3335724896
449	0.333516368
450	0.333495933
451	0.3334885266
452	0.33347449
453	0.3334573748
454	0.333405233
455	0.3333971053
456	0.3333874094
457	0.3333746776
458	0.3333648228
459	0.3333400334
460	0.3333180767
461	0.3333089684
462	0.3332915138
463	0.3332756413
464	0.3332736122
465	0.333270806
466	0.3332618691
467	0.3332500393
468	0.333242282
469	0.333217685
470	0.3332080126
471	0.3331964256
472	0.3331681256
473	0.3331306956
474	0.3331246488
475	0.3331095746
476	0.3331025484
477	0.3330562695
478	0.3330445476
479	0.3330282024
480	0.33301779
481	0.33301177
482	0.3330030999
483	0.3329889131
484	0.3329736167
485	0.3329643838
486	0.3329567927
487	0.3329486685
488	0.3329248997
489	0.3329126401
490	0.3329079868
491	0.3328717379
492	0.3328631361
493	0.332849563
494	0.3328457014
495	0.3328247208
496	0.3328150082
497	0.3328052089
498	0.3327922819
499	0.3327664986
500	0.3327597246
501	0.33275161
502	0.3327244397
503	0.3327111637
504	0.3327060318
505	0.3326966329
506	0.3326838459
507	0.3326746915
508	0.332665926
509	0.3326517105
510	0.3326469814
511	0.3326366725
512	0.3326159527
513	0.3326065657
514	0.3326033212
515	0.3325905162
516	0.3325834791
517	0.3325780857
518	0.3325643423
519	0.3325144547
520	0.332506738
521	0.3324905251
522	0.3324643
523	0.3324513887
524	0.3324128825
525	0.3324110934
526	0.3324083521
527	0.3324024797
528	0.3323865936
529	0.3323774309
530	0.3323752665
531	0.3323685855
532	0.3323603026
533	0.3323481953
534	0.3323412685
535	0.3323313685
536	0.3323174851
537	0.3323017969
538	0.332288735
539	0.3322816769
540	0.3322721217
541	0.3322642261
542	0.3322545982
543	0.3322511049
544	0.3322089374
545	0.3321761929
546	0.3321674721
547	0.3321543182
548	0.3321350701
549	0.3321295395
550	0.3321228246
551	0.3321161963
552	0.3321046001
553	0.3320994011
554	0.3320909382
555	0.3320743439
556	0.3320683068
557	0.3320667614
558	0.3320537479
559	0.3320465982
560	0.3320115554
561	0.3320019345
562	0.3319856681
563	0.3319808862
564	0.3319670025
565	0.3319516735
566	0.3319362859
567	0.3319225449
568	0.3319151178
569	0.3318827056
570	0.3318727487
571	0.3318435265
572	0.3318363144
573	0.3318269053
574	0.3318177417
575	0.3318084621
576	0.3318067132
577	0.331800093
578	0.3317605715
579	0.3317577236
580	0.3317547456
581	0.3317421247
582	0.3317257298
583	0.3317150308
584	0.3317054592
585	0.3317003985
586	0.3316957572
587	0.331645522
588	0.3316363244
589	0.3316260708
590	0.3315976513
591	0.3315907087
592	0.3315702273
593	0.3315652514
594	0.3315602465
595	0.3315386494
596	0.3315214054
597	0.3315142153
598	0.3315038133
599	0.3314708689
600	0.3314424215
601	0.3314334788
602	0.3314215258
603	0.3314114827
604	0.3314041455
605	0.3313960555
606	0.331389485
607	0.3313825816
608	0.3313739411
609	0.3313605097
610	0.3313479316
611	0.331329042
612	0.3313156666
613	0.3312943286
614	0.3312784617
615	0.3312677482
616	0.3312380093
617	0.3312299008
618	0.3312129158
619	0.3312022871
620	0.3311610868
621	0.3311345826
622	0.3311225609
623	0.3311141744
624	0.3310988204
625	0.3310805249
626	0.3310613013
627	0.3310516384
628	0.3310048264
629	0.3309953792
630	0.3309866272
631	0.3309828453
632	0.3309696298
633	0.3309621379
634	0.3309488201
635	0.3309162408
636	0.3308955583
637	0.3308874559
638	0.3308773676
639	0.330867047
640	0.3308507392
641	0.3308365037
642	0.3308327345
643	0.3307853261
644	0.3307817593
645	0.3307703627
646	0.3307568053
647	0.3307527307
648	0.3307319219
649	0.3307245406
650	0.3307078632
651	0.3307024538
652	0.3306928529
653	0.3306738968
654	0.3306428135
655	0.3306333849
656	0.3306238981
657	0.330615731
658	0.3306006004
659	0.3305968576
660	0.3305947105
661	0.3305806235
662	0.3305690605
663	0.3305618932
664	0.330555988
665	0.3305472099
666	0.3305373433
667	0.3305309734
668	0.3305094977
669	0.3304946089
670	0.3304903279
671	0.3304793132
672	0.3304678917
673	0.3304600546
674	0.3304473842
675	0.3304328701
676	0.3304282689
677	0.3304249305
678	0.3304144216
679	0.3304036947
680	0.3303993399
681	0.3303893673
682	0.3303813832
683	0.3303718746
684	0.3303620173
685	0.3303482688
686	0.3303401966
687	0.3303286686
688	0.3303210025
689	0.3303006166
690	0.3302891163
691	0.3302808684
692	0.3302679879
693	0.3302547148
694	0.3302486008
695	0.330240439
696	0.3302361547
697	0.3302318994
698	0.3302292852
699	0.3302207744
700	0.3302067295
701	0.3302044347
702	0.3302011085
703	0.3301697773
704	0.3301600883
705	0.3301504716
706	0.3301278815
707	0.3301187869
708	0.3301092127
709	0.3300869103
710	0.3300727
711	0.3300617003
712	0.3300592591
713	0.3300433038
714	0.3300130912
715	0.3299905934
716	0.3299773527
717	0.3299741551
718	0.3299667278
719	0.329963283
720	0.3299532972
721	0.3299456369
722	0.32993363
723	0.3299315658
724	0.329927292
725	0.3299213319
726	0.329912566
727	0.3299055589
728	0.3299023897
729	0.3298929981
730	0.3298856853
731	0.3298767294
732	0.3298702304
733	0.3298655924
734	0.3298592967
735	0.3298524048
736	0.3298445822
737	0.3298380971
738	0.3298326444
739	0.3298242541
740	0.3298166199
741	0.3298072986
742	0.3298005074
743	0.3297959411
744	0.3297898186
745	0.3297816455
746	0.3297692254
747	0.3297549723
748	0.3297472782
749	0.3297165585
750	0.3297116128
751	0.3296980409
752	0.3296914365
753	0.3296865196
754	0.3296758271
755	0.3296734558
756	0.3296636649
757	0.3296515459
758	0.3296454789
759	0.3296357454
760	0.3296248476
761	0.3296124653
762	0.3296025561
763	0.3295939563
764	0.3295700038
765	0.3295589292
766	0.3295277407
767	0.3295179164
768	0.3295080189
769	0.3295007267
770	0.3294875246
771	0.3294852975
772	0.3294788053
773	0.329474351
774	0.3294738124
775	0.3294617592
776	0.3294521658
777	0.329446663
778	0.3294384667
779	0.3294338517
780	0.3294273586
781	0.3294181573
782	0.329406335
783	0.329394323
784	0.329388659
785	0.3293808691
786	0.329371914
787	0.3293511199
788	0.3293482657
789	0.3293409554
790	0.3293341691
791	0.3293254895
792	0.3293167077
793	0.3293068189
794	0.3292969588
795	0.32928755
796	0.3292750384
797	0.3292723146
798	0.3292636771
799	0.3292574282
800	0.3292402541
801	0.3292329705
802	0.329219306
803	0.32921546
804	0.3292084527
805	0.3292059032
806	0.3291973513
807	0.3291942627
808	0.3291891489
809	0.3291818787
810	0.329170587
811	0.3291600672
812	0.3291562351
813	0.3291458751
814	0.3291401049
815	0.3291340576
816	0.3291305895
817	0.329121278
818	0.3291098968
819	0.3290977574
820	0.3290880659
821	0.3290838687
822	0.3290725591
823	0.3290655195
824	0.3290624005
825	0.3290556959
826	0.3290196057
827	0.3290147078
828	0.3290032501
829	0.3289338682
830	0.3289258779
831	0.3288978374
832	0.328883532
833	0.3288816362
834	0.3288748405
835	0.3288696488
836	0.3288664987
837	0.3288620361
838	0.3288529211
839	0.3288446809
840	0.3288333048
841	0.3288304315
842	0.3288096906
843	0.3288007055
844	0.3287948124
845	0.3287849662
846	0.3287732816
847	0.3287590437
848	0.3287518515
849	0.3287366351
850	0.3287235482
851	0.3287075572
852	0.3286610827
853	0.3286539175
854	0.3286453951
855	0.3286378648
856	0.3286316624
857	0.3286199432
858	0.3285825644
859	0.3285752078
860	0.3285684641
861	0.3285642164
862	0.3285599394
863	0.3285525532
864	0.3285484074
865	0.3285398239
866	0.3285346707
867	0.3285247436
868	0.3285202764
869	0.3285139404
870	0.3284990634
871	0.3284914713
872	0.3284811342
873	0.3284748996
874	0.3284350802
875	0.3284265813
876	0.328419966
877	0.3284182574
878	0.3284063845
879	0.3284006597
880	0.3283979871
881	0.3283816736
882	0.3283525204
883	0.3283433182
884	0.3283301571
885	0.328319888
886	0.3283057472
887	0.3282841113
888	0.3282766019
889	0.3282638911
890	0.3282594787
891	0.3282506684
892	0.3282383658
893	0.3282316006
894	0.3282212698
895	0.3282051082
896	0.3281775762
897	0.328167273
898	0.328159381
899	0.3281444148
900	0.3281366684
901	0.3281339352
902	0.3281180032
903	0.3281162491
904	0.3281070257
905	0.3280911947
906	0.3280881249
907	0.328084865
908	0.3280721614
909	0.3280536094
910	0.3280392964
911	0.3280357582
912	0.3280326002
913	0.3280195875
914	0.328003723
915	0.3280012373
916	0.3279904606
917	0.3279823889
918	0.3279784114
919	0.3279637587
920	0.3279578799
921	0.3279442793
922	0.3279292449
923	0.3279213325
924	0.3279166961
925	0.3279128934
926	0.3279073208
927	0.3278968482
928	0.3278885109
929	0.3278805244
930	0.327871148
931	0.327863205
932	0.3278535941
933	0.3278439683
934	0.3278406182
935	0.3277748092
936	0.3277645226
937	0.3277535333
938	0.3277509286
939	0.3277320804
940	0.3277232559
941	0.32771007
942	0.3277028255
943	0.3276947174
944	0.3276808863
945	0.3276683134
946	0.3276611413
947	0.3276537786
948	0.3276452448
949	0.3276268004
950	0.3276231407
951	0.3276195541
952	0.3276037435
953	0.3275940518
954	0.3275817245
955	0.3275786352
956	0.3275684596
957	0.3275547403
958	0.3275462771
959	0.3275078239
960	0.327502757
961	0.3274965185
962	0.3274852419
963	0.3274769966
964	0.3274704061
965	0.3274515417
966	0.3274448335
967	0.32743543
968	0.3274302302
969	0.3274137073
970	0.3274048889
971	0.3274018566
972	0.3273962753
973	0.3273919245
974	0.3273751506
975	0.327360383
976	0.3273501127
977	0.3273413805
978	0.3273373806
979	0.3273282378
980	0.3273182742
981	0.3273047349
982	0.3272981409
983	0.3272869894
984	0.3272799114
985	0.3272710015
986	0.3272668688
987	0.3272646119
988	0.3272589111
989	0.3272506308
990	0.3272381879
991	0.3272304347
992	0.3272189291
993	0.3272105305
994	0.3272042864
995	0.3271946122
996	0.3271854947
997	0.3271788689
998	0.3271693699
999	0.3271639899
1000	0.3271555459
1001	0.3271494766
1002	0.3271428942
1003	0.3271390531
1004	0.3271279255
1005	0.3271214306
1006	0.3271130881
1007	0.3270990125
1008	0.3270865638
1009	0.3270618558
1010	0.327060756
1011	0.3270541277
1012	0.3270356207
1013	0.327027848
1014	0.3270194445
1015	0.3270089728
1016	0.3269961687
1017	0.3269884391
1018	0.3269854763
1019	0.3269744755
1020	0.3269710432
1021	0.3269558759
1022	0.3269474852
1023	0.3269435392
1024	0.3269358083
1025	0.3269293683
1026	0.3269273731
1027	0.3269202434
1028	0.3269125413
1029	0.3269009512
1030	0.3268890085
1031	0.3268806895
1032	0.3268646964
1033	0.3268587391
1034	0.3268554963
1035	0.3268489373
1036	0.3268467656
1037	0.326843508
1038	0.3268272489
1039	0.3268201757
1040	0.3268168151
1041	0.3268084795
1042	0.3268017287
1043	0.3267970471
1044	0.3267863335
1045	0.3267774395
1046	0.3267686186
1047	0.3267586085
1048	0.3267541024
1049	0.3267406719
1050	0.3267295014
1051	0.3267265509
1052	0.3267228811
1053	0.3267175377
1054	0.326704135
1055	0.3266866946
1056	0.3266628812
1057	0.3266530588
1058	0.3266458203
1059	0.3266372161
1060	0.3266224592
1061	0.3266138103
1062	0.3266067325
1063	0.3265978335
1064	0.3265927672
1065	0.3265869077
1066	0.3265795796
1067	0.326572501
1068	0.3265650845
1069	0.3265628081
1070	0.3265561844
1071	0.3265510734
1072	0.3265344619
1073	0.326519862
1074	0.3265121064
1075	0.3265073912
1076	0.3264956398
1077	0.3264895143
1078	0.3264795103
1079	0.3264665974
1080	0.3264401822
1081	0.3264308967
1082	0.3264283549
1083	0.3264261363
1084	0.3264148816
1085	0.326411414
1086	0.32640921
1087	0.3263996885
1088	0.3263881095
1089	0.3263608945
1090	0.3263546782
1091	0.3263510777
1092	0.3263458017
1093	0.3263396293
1094	0.3263328394
1095	0.3263270635
1096	0.3263203468
1097	0.3263129099
1098	0.3263083535
1099	0.326254143
1100	0.3262393982
1101	0.3262345174
1102	0.3262291514
1103	0.326223403
1104	0.3262196981
1105	0.3262151699
1106	0.3262094507
1107	0.3261976151
1108	0.3261791035
1109	0.3261709134
1110	0.3261663551
1111	0.3261614438
1112	0.3261574148
1113	0.3261490624
1114	0.3261442832
1115	0.3261412244
1116	0.3261356657
1117	0.3261268127
1118	0.3261012672
1119	0.3260596429
1120	0.3260568482
1121	0.3260525972
1122	0.3260468016
1123	0.3260364457
1124	0.3260296643
1125	0.3260259425
1126	0.3260212645
1127	0.3260167482
1128	0.3260131292
1129	0.3259900023
1130	0.3259772906
1131	0.3259702872
1132	0.3259674034
1133	0.3259651523
1134	0.3259566625
1135	0.3259428754
1136	0.3259346646
1137	0.3259269687
1138	0.3259173154
1139	0.3259020992
1140	0.3258818048
1141	0.3258696629
1142	0.3258647766
1143	0.3258472764
1144	0.3258387689
1145	0.3258178082
1146	0.3257992751
1147	0.3257931806
1148	0.3257880134
1149	0.325781845
1150	0.3257782235
1151	0.3257699939
1152	0.3257643994
1153	0.3257555952
1154	0.3257472325
1155	0.3257412842
1156	0.3257381334
1157	0.3257319935
1158	0.3257254413
1159	0.3257194927
1160	0.3257175343
1161	0.3257106873
1162	0.3257034425
1163	0.3256955792
1164	0.3256927371
1165	0.3256874947
1166	0.3256666862
1167	0.3256590282
1168	0.3256532108
1169	0.3256454346
1170	0.3256439618
1171	0.3256286002
1172	0.3256159186
1173	0.3256136798
1174	0.3256021171
1175	0.3255890367
1176	0.3255790493
1177	0.3255672497
1178	0.3255503376
1179	0.325548113
1180	0.3255432219
1181	0.3255376235
1182	0.3255300802
1183	0.3255221685
1184	0.3255105436
1185	0.3255015557
1186	0.3254523687
1187	0.3254442634
1188	0.3254387223
1189	0.3254311472
1190	0.3254274628
1191	0.3254183548
1192	0.3254088928
1193	0.3253935938
1194	0.3253853102
1195	0.3253749333
1196	0.3253691994
1197	0.3253639223
1198	0.325356316
1199	0.3253487391
1200	0.3253444051
1201	0.325334882
1202	0.3253290441
1203	0.3253171469
1204	0.3252997353
1205	0.3252964622
1206	0.325289164
1207	0.325284151
1208	0.3252730337
1209	0.3252412277
1210	0.3252253752
1211	0.3252201105
1212	0.3252118373
1213	0.325208755
1214	0.3252031214
1215	0.3251910279
1216	0.3251883142
1217	0.3251792289
1218	0.3251701139
1219	0.3251628276
1220	0.3251594057
1221	0.3251547594
1222	0.3251484168
1223	0.3251427674
1224	0.3251326188
1225	0.3251303619
1226	0.3251226174
1227	0.3251176608
1228	0.3251026727
1229	0.3250977158
1230	0.3250914901
1231	0.3250829775
1232	0.3250754385
1233	0.3250734467
1234	0.3250703779
1235	0.3250622042
1236	0.3250552253
1237	0.3250511235
1238	0.3250489693
1239	0.3250461806
1240	0.3250433476
1241	0.3250314105
1242	0.3250213912
1243	0.3250173332
1244	0.3250079186
1245	0.3250032554
1246	0.3249993595
1247	0.3249919514
1248	0.3249869485
1249	0.3249821965
1250	0.3249780643
1251	0.3249653278
1252	0.324956192
1253	0.3249536682
1254	0.3249515724
1255	0.3249481187
1256	0.3249435432
1257	0.3249381116
1258	0.324935322
1259	0.3249233809
1260	0.3249207535
1261	0.3249152624
1262	0.3249104356
1263	0.3249029958
1264	0.3248914521
1265	0.3248837758
1266	0.3248779003
1267	0.3248694854
1268	0.3248625467
1269	0.3248495104
1270	0.3248329448
1271	0.3248291503
1272	0.3248158616
1273	0.3248115501
1274	0.3248071794
1275	0.3247950564
1276	0.3247876731
1277	0.3247750177
1278	0.3247723153
1279	0.3247462349
1280	0.3247395003
1281	0.3247326918
1282	0.3247208171
1283	0.3247094884
1284	0.3247065787
1285	0.3247019407
1286	0.3246977901
1287	0.3246933293
1288	0.324688248
1289	0.324685146
1290	0.3246781886
1291	0.3246757069
1292	0.3246669471
1293	0.3246564734
1294	0.3246457482
1295	0.324642306
1296	0.3246329248
1297	0.3246239718
1298	0.3246199827
1299	0.324600805
1300	0.3245972884
1301	0.3245957518
1302	0.3245828082
1303	0.3245761293
1304	0.3245656232
1305	0.3245547768
1306	0.3245405015
1307	0.3245328464
1308	0.3245252059
1309	0.3245223536
1310	0.3245144025
1311	0.3245126881
1312	0.3245101756
1313	0.3245062738
1314	0.3244994899
1315	0.324490548
1316	0.3244866607
1317	0.3244809259
1318	0.3244765803
1319	0.324469781
1320	0.3244662039
1321	0.3244553838
1322	0.3244451841
1323	0.324442065
1324	0.3244303571
1325	0.3244163572
1326	0.3244079452
1327	0.324403643
1328	0.3243805049
1329	0.3243718406
1330	0.3243703472
1331	0.3243648025
1332	0.3243540233
1333	0.3243363973
1334	0.3243281015
1335	0.3243160493
1336	0.3243125741
1337	0.3243070284
1338	0.3243028136
1339	0.3242964099
1340	0.3242894294
1341	0.3242843566
1342	0.3242775237
1343	0.3242701582
1344	0.3242628812
1345	0.3242534447
1346	0.3242501462
1347	0.3242102518
1348	0.3242051481
1349	0.3241909758
1350	0.3241838451
1351	0.324172039
1352	0.3241686066
1353	0.3241652925
1354	0.3241578949
1355	0.3241551429
1356	0.3241477598
1357	0.3241431879
1358	0.3241282139
1359	0.3241266454
1360	0.3241176784
1361	0.3241049672
1362	0.3240921076
1363	0.3240872833
1364	0.3240654101
1365	0.3240620358
1366	0.3240552278
1367	0.3240489376
1368	0.3240413301
1369	0.3240277871
1370	0.3240207268
1371	0.3240117568
1372	0.3240024166
1373	0.3239917437
1374	0.3239881762
1375	0.3239841053
1376	0.3239783023
1377	0.3239638832
1378	0.3239591014
1379	0.3239489453
1380	0.3239422534
1381	0.3239372788
1382	0.3239315638
1383	0.3239247382
1384	0.3239177201
1385	0.3239145071
1386	0.3239106869
1387	0.3239055786
1388	0.3238993596
1389	0.3238646643
1390	0.3238550828
1391	0.3238505067
1392	0.3238463452
1393	0.323837015
1394	0.3238277141
1395	0.3238245002
1396	0.3238204569
1397	0.3237996321
1398	0.323796729
1399	0.3237874269
1400	0.3237796948
1401	0.3237728808
1402	0.3237674888
1403	0.3237653705
1404	0.323754601
1405	0.3237466459
1406	0.3237420682
1407	0.3237310313
1408	0.3237234163
1409	0.3237175642
1410	0.3237134454
1411	0.3237077413
1412	0.3237035928
1413	0.3236909839
1414	0.3236856647
1415	0.3236829383
1416	0.3236597783
1417	0.323651391
1418	0.3236305406
1419	0.323624257
1420	0.3236188626
1421	0.3236098518
1422	0.3236018635
1423	0.3235958906
1424	0.3235887615
1425	0.3235813804
1426	0.3235794832
1427	0.323574666
1428	0.3235662469
1429	0.3235565973
1430	0.3235533659
1431	0.3235463249
1432	0.3235361707
1433	0.3235319903
1434	0.323522058
1435	0.3235080485
1436	0.3235029486
1437	0.3234945722
1438	0.3234862548
1439	0.3234821479
1440	0.3234795088
1441	0.3234723327
1442	0.3234645337
1443	0.3234528052
1444	0.3234479713
1445	0.3234367019
1446	0.3234301625
1447	0.3234256545
1448	0.3234228667
1449	0.3234189369
1450	0.323416846
1451	0.323401171
1452	0.3233736155
1453	0.3233669859
1454	0.3233545715
1455	0.3233481491
1456	0.3233438477
1457	0.3233343546
1458	0.3233278428
1459	0.3233219687
1460	0.3233124156
1461	0.3232980855
1462	0.323289956
1463	0.3232777019
1464	0.3232719456
1465	0.3232663672
1466	0.3232579697
1467	0.3232519608
1468	0.3232456699
1469	0.3232388151
1470	0.3232358327
1471	0.3232276571
1472	0.3232098658
1473	0.3232024017
1474	0.3231962286
1475	0.3231858853
1476	0.3231783465
1477	0.3231710153
1478	0.3231594542
1479	0.3231570648
1480	0.323153399
1481	0.3231442714
1482	0.3231413327
1483	0.3231335702
1484	0.3231179408
1485	0.3231136808
1486	0.3231033349
1487	0.3230897823
1488	0.3230756798
1489	0.3230747001
1490	0.323071063
1491	0.3230615916
1492	0.323059825
1493	0.3230537233
1494	0.3230485865
1495	0.3230361897
1496	0.3230269994
1497	0.3230196796
1498	0.3230155816
1499	0.3230060789
1500	0.3229975559
1501	0.3229927004
1502	0.3229868202
1503	0.3229769008
1504	0.322974718
1505	0.3229652586
1506	0.3229627192
1507	0.3229610857
1508	0.3229535862
1509	0.322951017
1510	0.3229437104
1511	0.3229325273
